hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tracts,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
board releases bleak report,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
it the bomb,LIVING ARTS,Food,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
coast guard issues reminder on cold waters,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
charter study should open some minds,EDITORIAL OPINION,Opinion,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
anthem hack affects 1m mass. customers,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the kid cave tips twists on playroom design,REALESTATE,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
weighing what your car is telling people about you,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
state plans new rules on cardiac procedure,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
parker writes about men in dear mr. you,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
simon supports vineyard theaters,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
artificial intelligence meet social media,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
casino decision soon us tells tribe,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
basket chase,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
on the air,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
adopt security ideas in sandy hook report,EDITORIAL OPINION,Editorial,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pilot brewery within massive brewery,LIVING ARTS,Food,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
home sales surge for the fifth month,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
galvin asks state to act on private pensions,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
housing crash lingers in mass.,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
scientist reflects on being at vanguard of software space travel,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
lawyers press judge to void hernandez conviction,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rikard on lookout,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
retail sales decline for 3d straight month,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
noteworthy,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
$15 an hour minimum wage eludes state cities,BUSINESS,unknown,unknown,2015.0,-71.0600255,42.3591696,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
in cancer fight focus on immunity,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
three siblings with strong ties,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
service to honor late town planner,REGIONAL,South,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
late surge lifts oliver ames,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
steering clear of icy snowy hazards,SUNDAY,Travel,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
it best to have doctor note,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
minutemen are simply bowled over,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
no longer gives refunds for service,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
gifts for young family,NEWS,Metro,unknown,2015.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
huge tax hike sought for flavored tobacco,NEWS,Metro,unknown,2015.0,-71.057716,42.35807,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
this local matchup seeks to bind suits and geeks,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rings didn fit here,NEWS,Metro,unknown,2015.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
photo of town makes list of top 15 taken from space,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
giving it their best shot,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
privacy concerns raised on mass. medical marijuana mails,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
growth plans must not crowd out funding for upkeep,EDITORIAL OPINION,Editorial,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bookings greater boston author readings nov. 22 28,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
paid leave should be for everyone,EDITORIAL OPINION,Opinion,By Eileen Appelbaum and Gayle Goldin,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
effort is on to craft better practices on opiate prescriptions,EDITORIAL OPINION,Letters,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
she filled her son prescription and was shocked by what she found,EDITORIAL OPINION,Letters,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
without taking wheel seniors can get around,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
21 000 nursing licenses reviewed,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
red wings bruins,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
an ambassador of laughs,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
attorney general office not investigating deleo testimony,NEWS,Metro,unknown,2015.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
injured flutist playing again,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
hoping to keep dream alive,NEWS,Metro,unknown,2015.0,-71.062838,42.3595848,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
from the archives,LIVING ARTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
espn won be renewing simmons contract,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. must make the tough decisions about energy,BUSINESS,unknown,By Michael D. Goodman,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
health care in mass. affordable,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
grading new ideas,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
to our readers,EDITORIAL OPINION,Editorial,unknown,2015.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
head start cuts would be keenly felt by kids in need,EDITORIAL OPINION,Letters,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
cannabis centers face an intricate science,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
handing it to himself,NEWS,Metro,By Yvonne Abraham,2015.0,-71.057993,42.360406,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
fairpoint striking workers to restart talks,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
study questions benefits of online genetic testing,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
avellone considering second attempt at governor post,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
icky science,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
deaf inmates lacking services suit alleges,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
the big move,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
rip space savers,EDITORIAL OPINION,Opinion,unknown,2015.0,-71.0561981,42.3587684,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
startup institute to add providence program,BUSINESS,unknown,unknown,2015.0,-71.05745759999999,42.3569839,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
pandolfo gets promotion,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
wayland,REALESTATE,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
olympic bid spurs talk of balancing priorities,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
baker surprised more doctors aren warning on painkillers,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
disappointed in baker leadership as we weather these storms,EDITORIAL OPINION,Letters,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
walmart sued over same sex benefits,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
umass struggles with law school,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
looking to help neighbors dig out group matches volunteers needy,BUSINESS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
don hide restaurants dirty secrets,EDITORIAL OPINION,Editorial,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
man and machine vs. the elements,NEWS,Metro,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
ex chief justice recalls mass. decision that paved the way,NEWS,Metro,unknown,2015.0,-71.0611924,42.3591924,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
bradley opens with sharp 64,SPORTS,unknown,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
mass. should criminalize revenge porn,EDITORIAL OPINION,Editorial,unknown,2015.0,-71.0588801,42.3600825,30300.0,4872.0,4141.0,265.0,14.0,286.0,1.0,74.0,91.0,4872.0,4633.0,239.0,1023.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
